                        0    1  predicted
251    test/216863449.jpg    0        0.0
252    test/216995032.jpg    0      270.0
253    test/217458760.jpg   90       90.0
254  test/21809871962.jpg    0      270.0
255    test/218167168.jpg  270      270.0
256     test/21834173.jpg   90       90.0
257    test/218481531.jpg  180      180.0
258     test/21848961.jpg   90      270.0
259  test/21947401595.jpg    0        0.0
260   test/2197444973.jpg  180      180.0
261   test/2200282997.jpg    0      270.0
262   test/2202711774.jpg  180      270.0
263   test/2205632156.jpg  180      270.0
264   test/2207048079.jpg   90       90.0
265  test/22158474464.jpg  270      180.0
266  test/22253854304.jpg    0      270.0
267     test/22272865.jpg  270      180.0
268     test/22273491.jpg    0       90.0
269   test/2231355627.jpg    0        0.0
270    test/223334049.jpg    0      180.0
271   test/2234218140.jpg  270      180.0
272   test/2237200414.jpg    0        0.0
273  test/22390308255.jpg  180      180.0
274   test/2241716199.jpg  180      270.0
275   test/2246673669.jpg    0        0.0
276     test/22470276.jpg   90       90.0
277  test/22501900825.jpg  270      270.0
278  test/22516602303.jpg    0       90.0
279  test/22728648085.jpg   90        0.0
280   test/2278222526.jpg    0      270.0
281   test/2298800446.jpg  180        0.0
282   test/2299145979.jpg  270      270.0
283   test/2299273540.jpg  270      270.0
284   test/2304830497.jpg  180      180.0
285    test/230665743.jpg   90      270.0
286   test/2313808633.jpg   90       90.0
287  test/23164639975.jpg   90       90.0
288  test/23164647075.jpg   90        0.0
289   test/2319410803.jpg  270      270.0
290  test/23205022041.jpg  270      270.0
291   test/2322013656.jpg   90      270.0
292   test/2322015508.jpg  180      270.0
293   test/2332536441.jpg    0        0.0
294   test/2356100080.jpg  180      180.0
295    test/236010329.jpg  180      180.0
296   test/2361236280.jpg    0        0.0
297    test/236554270.jpg    0      270.0
298   test/2366961129.jpg   90       90.0
299    test/239372739.jpg  180      180.0
300   test/2425876568.jpg  270      180.0
301   test/2426516412.jpg  270      270.0
302    test/245112760.jpg    0      270.0
303    test/245660332.jpg  270      270.0
304   test/2471832707.jpg  180      270.0
305    test/247249553.jpg   90      180.0
306   test/2475254670.jpg  180      180.0
307   test/2495490889.jpg  270      180.0
308   test/2508444119.jpg  180      270.0
309   test/2514461017.jpg  180      270.0
310     test/25255445.jpg   90       90.0
311     test/25255614.jpg    0      180.0
312    test/252987882.jpg   90       90.0
313   test/2550294442.jpg   90      180.0
314    test/255607065.jpg  180      270.0
315   test/2564421165.jpg  270      270.0
316     test/25908783.jpg    0      270.0
317   test/2598088664.jpg  180      270.0
318   test/2614612716.jpg  270        0.0
319    test/262695781.jpg    0      270.0
320     test/26358556.jpg  180      180.0
321   test/2639246265.jpg  270      270.0
322   test/2654376035.jpg   90      270.0
323     test/26726746.jpg    0        0.0
324   test/2676310562.jpg   90      270.0
325   test/2679971598.jpg   90       90.0
326   test/2689816071.jpg  180      270.0
327   test/2695307366.jpg   90      270.0
328   test/2700995816.jpg  180      270.0
329    test/271807634.jpg  180      180.0
330    test/271810562.jpg  180      180.0
331     test/27260178.jpg  180      270.0
332     test/27260179.jpg  270      180.0
333   test/2726824888.jpg   90      180.0
334    test/273637409.jpg  270      270.0
335   test/2744563803.jpg    0      270.0
336    test/274996956.jpg   90        0.0
337    test/275537344.jpg   90      180.0
338    test/275544066.jpg  180      270.0
339    test/275685832.jpg    0        0.0
340    test/275687715.jpg    0        0.0
341     test/27719307.jpg  180      270.0
342     test/27719319.jpg  180      270.0
343   test/2772540348.jpg   90      270.0
344    test/277725401.jpg    0        0.0
345   test/2788606638.jpg  180      180.0
346    test/278861726.jpg  270      270.0
347   test/2792418859.jpg    0        0.0
348   test/2792665403.jpg  180      180.0
349   test/2793536110.jpg   90        0.0
350   test/2797815945.jpg    0      180.0
351    test/279957544.jpg  180      180.0
352   test/2801476847.jpg    0        0.0
353   test/2819676757.jpg   90       90.0
354   test/2824185494.jpg  270      270.0
355   test/2826247405.jpg   90        0.0
356   test/2826975516.jpg  270      270.0
357    test/282894600.jpg  270      270.0
358   test/2829018441.jpg    0        0.0
359   test/2852738308.jpg   90       90.0
360   test/2853751676.jpg    0      270.0
361   test/2859006593.jpg  270      270.0
362   test/2861139985.jpg  270       90.0
363   test/2864996400.jpg  270        0.0
364     test/28673009.jpg  270      180.0
365   test/2869292544.jpg  180      180.0
366   test/2881446001.jpg    0        0.0
367    test/288817658.jpg  180      180.0
368   test/2888461411.jpg  180      270.0
369   test/2888616789.jpg   90       90.0
370   test/2941154623.jpg  270      270.0
371   test/2941727150.jpg  180      270.0
372    test/294754465.jpg  270      180.0
373   test/2951571365.jpg    0      180.0
374   test/2960362236.jpg  180      180.0
375   test/2969721657.jpg  270      180.0
376   test/2980163867.jpg  180      180.0
377   test/2994677057.jpg  180      180.0
378   test/3023051776.jpg   90        0.0
379   test/3033329307.jpg    0      270.0
380     test/30853946.jpg  270        0.0
381   test/3099668940.jpg   90       90.0
382   test/3144299273.jpg   90      270.0
383   test/3144728340.jpg  270      180.0
384   test/3146563174.jpg    0      270.0
385   test/3151765521.jpg  180      270.0
386   test/3156760838.jpg    0        0.0
387   test/3160633630.jpg  180      270.0
388   test/3165290594.jpg    0      270.0
389   test/3169593212.jpg  270      270.0
390   test/3172604273.jpg   90        0.0
391   test/3175118434.jpg   90      270.0
392    test/317720577.jpg  180       90.0
393   test/3180602886.jpg   90      270.0
394    test/318235953.jpg   90      270.0
395    test/318236215.jpg  270      270.0
396    test/318236277.jpg   90      270.0
397   test/3192430467.jpg  270      270.0
398   test/3199969275.jpg  270      180.0
399   test/3209753803.jpg    0      270.0
400   test/3221214328.jpg  180      270.0
401   test/3239329865.jpg   90       90.0
402     test/32508995.jpg  180      270.0
403   test/3264886390.jpg  180      180.0
404   test/3274872259.jpg  270      270.0
405   test/3293709109.jpg    0       90.0
406    test/329870488.jpg  270      270.0
407    test/330827731.jpg    0        0.0
408    test/331097049.jpg    0        0.0
409   test/3324514121.jpg  270       90.0
410     test/33298473.jpg    0        0.0
411    test/332989510.jpg   90       90.0
412   test/3339136295.jpg    0        0.0
413    test/334516844.jpg  180      180.0
414    test/335176365.jpg   90      180.0
415    test/335295594.jpg   90        0.0
416   test/3365823109.jpg  180       90.0
417    test/336751791.jpg    0      270.0
418   test/3381155532.jpg    0      270.0
419   test/3383801659.jpg    0        0.0
420    test/338830304.jpg  270      270.0
421   test/3452631783.jpg  270      270.0
422   test/3461351720.jpg  180      180.0
423     test/34814816.jpg   90        0.0
424     test/34815269.jpg   90      270.0
425   test/3483548009.jpg    0      180.0
426   test/3483554595.jpg  180      180.0
427    test/348385082.jpg  270      270.0
428   test/3486507973.jpg  180      270.0
429     test/34893126.jpg  180      270.0
430   test/3523582137.jpg  270      270.0
431    test/352506989.jpg   90      270.0
432    test/352506992.jpg   90      270.0
433   test/3529395659.jpg  270      270.0
434   test/3539831256.jpg  180      180.0
435   test/3553254483.jpg  270      270.0
436    test/355588121.jpg   90       90.0
437   test/3556356240.jpg  180       90.0
438   test/3567927649.jpg  180      180.0
439   test/3601430993.jpg    0        0.0
440   test/3604193365.jpg    0        0.0
441   test/3605007756.jpg   90       90.0
442   test/3605511630.jpg  180      180.0
443   test/3605790488.jpg  180      270.0
444   test/3627138881.jpg  270      270.0
445   test/3637922591.jpg  180      270.0
446   test/3638627492.jpg  180      270.0
447   test/3639485721.jpg   90        0.0
448   test/3655162201.jpg  180        0.0
449   test/3670058495.jpg   90       90.0
450   test/3681350406.jpg  270      270.0
451    test/371081585.jpg  270      270.0
452   test/3714485886.jpg    0      270.0
453     test/37376228.jpg  180        0.0
454   test/3741109017.jpg  180      180.0
455   test/3752370666.jpg    0        0.0
456   test/3753608249.jpg  270      180.0
457   test/3759112426.jpg  180      180.0
458   test/3767745730.jpg  180      180.0
459   test/3770694941.jpg   90       90.0
460   test/3785508861.jpg  180      270.0
461   test/3826789884.jpg  270      270.0
462   test/3840538395.jpg    0      270.0
463   test/3845209511.jpg    0      270.0
464   test/3846414290.jpg   90       90.0
465   test/3847697001.jpg    0        0.0
466    test/385167488.jpg    0        0.0
467    test/385167562.jpg   90      270.0
468   test/3856487590.jpg    0        0.0
469   test/3858234368.jpg    0       90.0
470   test/3861094755.jpg  180      270.0
471   test/3862115946.jpg  270      270.0
472   test/3864385718.jpg   90       90.0
473   test/3886453330.jpg  270      270.0
474   test/3887866505.jpg   90        0.0
475   test/3888773420.jpg  270        0.0
476   test/3897502260.jpg  270      270.0
477    test/390951640.jpg    0        0.0
478   test/3916462478.jpg    0      270.0
479   test/3920950193.jpg  270      270.0
480   test/3921817375.jpg  270      270.0
481   test/3926127759.jpg  180      270.0
482   test/3933431055.jpg  270      270.0
483   test/3935958080.jpg    0        0.0
484   test/3940396224.jpg    0      270.0
485   test/3944876197.jpg  270      270.0
486   test/3945657842.jpg  180      270.0
487   test/3952988950.jpg  180      270.0
488   test/3954703771.jpg    0      270.0
489   test/3957126510.jpg  270        0.0
490   test/3962031936.jpg  180        0.0
491   test/3970873984.jpg    0        0.0
492   test/3973410544.jpg   90        0.0
493   test/3978840410.jpg   90       90.0
494   test/3978889742.jpg  270      270.0
495   test/3978918960.jpg  270      270.0
496     test/39815369.jpg    0        0.0
497   test/3985294530.jpg  180       90.0
498   test/4007182735.jpg   90       90.0
499    test/402534640.jpg  180      180.0
500   test/4036668595.jpg  180      270.0
501   test/4045751174.jpg  270      270.0
502   test/4054173099.jpg    0        0.0
503   test/4054937804.jpg  270        0.0
504   test/4059084313.jpg   90      270.0
505   test/4082824675.jpg    0        0.0
506   test/4122642749.jpg  180      180.0
507   test/4132279737.jpg   90      270.0
508   test/4145613439.jpg   90       90.0
509   test/4149053226.jpg  270      270.0
510    test/416997815.jpg    0        0.0
511   test/4172031189.jpg  270        0.0
512   test/4172786978.jpg    0        0.0
513     test/41729556.jpg  270      270.0
514   test/4199547951.jpg  180      180.0
515   test/4203532173.jpg  180      180.0
516   test/4213693751.jpg  180      180.0
517   test/4238737977.jpg   90      270.0
518   test/4242411347.jpg    0      180.0
519   test/4261315168.jpg  180      270.0
520   test/4279815500.jpg   90      180.0
521   test/4313726879.jpg  180      270.0
522   test/4316484034.jpg  180       90.0
523    test/432426205.jpg  270        0.0
524     test/43328523.jpg  270       90.0
525    test/434740832.jpg   90       90.0
526   test/4381659982.jpg   90        0.0
527   test/4393512978.jpg  270        0.0
528   test/4403605959.jpg  270        0.0
529   test/4413965131.jpg    0        0.0
530    test/441650828.jpg  180      180.0
531   test/4430266849.jpg  180        0.0
532   test/4445621530.jpg  270      270.0
533    test/446788955.jpg  270      270.0
534   test/4483557810.jpg   90        0.0
535    test/449228312.jpg    0        0.0
536    test/449233953.jpg    0        0.0
537   test/4501812464.jpg    0      180.0
538    test/450678855.jpg   90       90.0
539   test/4532739782.jpg   90      270.0
540    test/457290688.jpg    0        0.0
541   test/4585219541.jpg  180      180.0
542   test/4591014710.jpg   90       90.0
543   test/4594128085.jpg  180      270.0
544     test/45969856.jpg  270      270.0
545    test/460910899.jpg  180      270.0
546   test/4609599827.jpg   90      270.0
547   test/4613725660.jpg  270      270.0
548   test/4613726894.jpg    0        0.0
549   test/4621151138.jpg    0      270.0
550   test/4638808899.jpg  180      270.0
551   test/4646287213.jpg  270        0.0
552   test/4648009435.jpg    0      270.0
553    test/465743223.jpg   90       90.0
554   test/4673601640.jpg    0       90.0
555   test/4674466301.jpg   90       90.0
556   test/4682536264.jpg    0      270.0
557   test/4684938982.jpg   90       90.0
558   test/4687461921.jpg    0        0.0
559   test/4687466195.jpg  270      270.0
560   test/4695061865.jpg  180      180.0
561   test/4695323744.jpg  180      180.0
562   test/4703466954.jpg   90      180.0
563   test/4706747123.jpg  270      180.0
564   test/4706748117.jpg    0      180.0
565   test/4717066453.jpg    0      180.0
566   test/4717882464.jpg    0      270.0
567   test/4720595075.jpg   90       90.0
568    test/473139254.jpg    0      270.0
569   test/4738370657.jpg   90       90.0
570   test/4743744855.jpg   90      270.0
571   test/4775883708.jpg   90       90.0
572    test/479156776.jpg   90      270.0
573   test/4804088982.jpg    0      270.0
574   test/4807684898.jpg  180      180.0
575   test/4813244147.jpg   90        0.0
576   test/4830798350.jpg  180        0.0
577   test/4831981744.jpg  180      180.0
578   test/4835501787.jpg    0        0.0
579   test/4848791804.jpg   90       90.0
580   test/4849244533.jpg    0        0.0
581   test/4873907533.jpg  180      180.0
582   test/4892540147.jpg   90       90.0
583    test/489449771.jpg  180      270.0
584    test/493032932.jpg  270      270.0
585   test/4931376889.jpg    0        0.0
586   test/4939934199.jpg  270      270.0
587   test/4952244287.jpg  270      270.0
588   test/4955643305.jpg  270        0.0
589   test/4956143458.jpg    0       90.0
590   test/4956195688.jpg    0        0.0
591   test/4956222424.jpg    0      270.0
592   test/4956283144.jpg   90       90.0
593   test/4961482966.jpg  180      270.0
594     test/49788082.jpg  270      270.0
595     test/49788178.jpg  270      270.0
596   test/4991486751.jpg    0        0.0
597   test/4994447095.jpg  180        0.0
598   test/5012722678.jpg  180      180.0
599   test/5013842072.jpg    0        0.0
600   test/5019548662.jpg  180      180.0
601   test/5032467712.jpg   90      270.0
602   test/5052595753.jpg    0        0.0
603   test/5053176714.jpg  180      180.0
604   test/5053177384.jpg  270      180.0
605   test/5067709777.jpg  270        0.0
606   test/5079870418.jpg  270      270.0
607     test/50809972.jpg    0        0.0
608   test/5100282028.jpg  180        0.0
609   test/5105562637.jpg  180        0.0
610    test/512536164.jpg  180      180.0
611   test/5129216403.jpg    0      270.0
612   test/5130293993.jpg  180      180.0
613    test/513115994.jpg  270      270.0
614   test/5150356266.jpg    0        0.0
615   test/5159262709.jpg    0      270.0
616   test/5159868314.jpg  180      270.0
617   test/5179705993.jpg  180      270.0
618   test/5204551322.jpg   90       90.0
619   test/5232692706.jpg    0        0.0
620   test/5236006802.jpg  180      180.0
621   test/5244387493.jpg    0        0.0
622   test/5250102031.jpg  270       90.0
623   test/5262142921.jpg    0        0.0
624   test/5280305864.jpg  270      180.0
625   test/5311993523.jpg    0      270.0
626   test/5318565077.jpg    0        0.0
627   test/5319171348.jpg  180      180.0
628   test/5320873760.jpg  270      270.0
629   test/5334584485.jpg    0      270.0
630   test/5348615024.jpg   90      270.0
631   test/5349895728.jpg  270      270.0
632   test/5350136964.jpg    0      270.0
633    test/535419256.jpg  180      270.0
634   test/5365670770.jpg  180      180.0
635    test/536814059.jpg   90      270.0
636    test/539234387.jpg  180      180.0
637    test/540136670.jpg   90       90.0
638    test/540223861.jpg  270      270.0
639    test/540708683.jpg    0        0.0
640   test/5430983827.jpg  180      270.0
641   test/5449879351.jpg  270      270.0
642   test/5462769612.jpg   90       90.0
643   test/5474799211.jpg  270      180.0
644     test/54936252.jpg   90       90.0
645   test/5504194863.jpg  270      270.0
646   test/5519357150.jpg  180      180.0
647   test/5529883665.jpg  270      180.0
648   test/5539802105.jpg  180      270.0
649   test/5544033474.jpg  180       90.0
650   test/5547172941.jpg  180      180.0
651   test/5556515014.jpg    0      180.0
652   test/5559672348.jpg   90       90.0
653   test/5563616466.jpg   90      180.0
654   test/5570176745.jpg  180      180.0
655    test/558556099.jpg  270       90.0
656   test/5596775850.jpg  180      270.0
657   test/5596867782.jpg   90      270.0
658   test/5601304808.jpg   90      270.0
659   test/5606839897.jpg  180        0.0
660   test/5625359366.jpg    0        0.0
661   test/5631371015.jpg  270      270.0
662     test/56380324.jpg  180       90.0
663    test/565143953.jpg  270      270.0
664   test/5725561996.jpg  270      270.0
665   test/5735706765.jpg   90       90.0
666   test/5762892453.jpg   90       90.0
667   test/5795563890.jpg    0        0.0
668   test/5797058426.jpg    0      270.0
669   test/5831228621.jpg    0      270.0
670   test/5831306106.jpg  270        0.0
671   test/5833383808.jpg   90      270.0
672   test/5861603874.jpg    0        0.0
673   test/5866902485.jpg   90        0.0
674   test/5907192067.jpg    0       90.0
675   test/5911632188.jpg  270      270.0
676   test/5922705683.jpg    0      270.0
677   test/5932428476.jpg  180        0.0
678   test/5932508789.jpg    0        0.0
679   test/5945029620.jpg    0      180.0
680    test/594614939.jpg  180      180.0
681   test/5974238732.jpg  270      270.0
682   test/5976161806.jpg  180      180.0
683   test/6000051761.jpg  180      180.0
684   test/6002877145.jpg  180      270.0
685   test/6003580523.jpg  180      180.0
686   test/6013688599.jpg  180      270.0
687   test/6027958439.jpg   90       90.0
688   test/6027980103.jpg    0        0.0
689   test/6034446698.jpg   90      180.0
690   test/6043845937.jpg  270      270.0
691   test/6053049215.jpg  180      270.0
692   test/6064408550.jpg  270      270.0
693   test/6098231312.jpg   90      270.0
694   test/6100301505.jpg    0      180.0
695   test/6116714212.jpg    0      270.0
696   test/6120580291.jpg   90      270.0
697   test/6123011264.jpg   90      270.0
698   test/6130692891.jpg  180      180.0
699   test/6130693897.jpg   90      270.0
700     test/61316058.jpg    0        0.0
701   test/6143191082.jpg  180      270.0
702   test/6148782641.jpg  180      180.0
703   test/6161217075.jpg  270      270.0
704   test/6182681833.jpg  180      270.0
705   test/6191431224.jpg    0        0.0
706   test/6195752226.jpg  270      270.0
707   test/6199181807.jpg  180      180.0
708   test/6204806015.jpg   90      270.0
709   test/6248472849.jpg  270      180.0
710   test/6248473729.jpg  270      180.0
711   test/6249118662.jpg   90        0.0
712   test/6250963855.jpg  270      270.0
713   test/6257414280.jpg   90       90.0
714   test/6275190898.jpg  270      270.0
715   test/6318832268.jpg   90       90.0
716   test/6323671033.jpg  180      270.0
717   test/6327577988.jpg    0        0.0
718   test/6333409046.jpg    0        0.0
719   test/6336638886.jpg  270      270.0
720   test/6342101072.jpg  180      270.0
721   test/6344603072.jpg    0        0.0
722   test/6347763771.jpg    0      270.0
723   test/6362672541.jpg  270      270.0
724   test/6395581101.jpg   90      270.0
725   test/6402320985.jpg  270       90.0
726   test/6402961191.jpg    0        0.0
727      test/6411617.jpg   90      270.0
728   test/6414659507.jpg   90      270.0
729   test/6432896185.jpg  270      270.0
730   test/6432902573.jpg    0        0.0
731   test/6463472421.jpg  180        0.0
732   test/6465177545.jpg  180        0.0
733   test/6475300203.jpg   90       90.0
734   test/6490096581.jpg   90       90.0
735   test/6518645155.jpg   90        0.0
736      test/6568344.jpg   90      180.0
737   test/6575960925.jpg  270      180.0
738   test/6664425659.jpg    0        0.0
739   test/6669267533.jpg  180      180.0
740      test/6689064.jpg   90       90.0
741   test/6694765677.jpg    0        0.0
742   test/6722656185.jpg  270      270.0
